id,area,bathrooms,bedrooms,condo_fee,parking_spots,attached_rooms,type,lat,lon,year_built,overall_condition,has_elevator,leasures_available,price
3454,161,2,4,0,2,2,apartment,-5.8032096,-35.2002054,1987,Score 4,yes,,590000
3541,156,5,3,0,3,3,apartment,-5.8209603,-35.2182387,,Score 7,no,,750000
3320,160,3,4,450,3,3,apartment,-5.8164277,-35.2116397,,Score 5,nop,PLAYGROUND,880000
4717,230,3,4,1300,3,3,apartment,-5.8126859,-35.2084239,1995,Score 3,yes,PLAYGROUND,749000
1666,87,2,3,500,2,1,apartment,-5.8701868,-35.1908174,,Score 4,nop,"BARBECUE SPACE,playground,SPORTS COURT",450000
3052,51,1,2,250,1,0,apartment,-5.8821365,-35.1722172,1976,Score 5,y,"PLAYGROUND,sports court",300000
1946,168,4,3,0,3,3,apartment,-5.8069157,-35.216795,1991,Score 5,y,,750000
3941,138,4,3,850,3,3,apartment,-5.8165334,-35.2224341,1976,Score 6,yes,"pool,barbecue space,PLAYGROUND,SPORTS COURT",800000
1174,51,1,2,250,1,0,apartment,-5.8821365,-35.1722172,,Score 3,y,"barbecue space,playground,SPORTS COURT",290000
3027,295,4,4,0,2,3,house,-5.8576398,-35.2014489,,Score 5,yes,,550000
2470,30,1,1,550,1,0,other,-5.8821365,-35.1722172,1990,Score 5,y,"pool,barbecue space,GYM,playground,sports court",150000
3290,108,2,3,0,2,2,apartment,-5.8164277,-35.2116397,,Score 5,Yes,,478000
3641,80,3,3,790,2,1,apartment,-5.8269204,-35.1985475,2005,Score 4,yes,"BARBECUE SPACE,gym,SPORTS COURT",280000
2478,86,2,3,400,-5,1,apartment,-5.8580854,-35.2023029,2003,Score 5,Yes,BARBECUE SPACE,530000
2550,89,2,3,350,2,1,apartment,-5.8636826,-35.2153349,,Score 5,Yes,playground,320000
99,800,15,,,,15,,,,1994,Score 7,Yes,barbecue space,650000
4418,96,1,3,945,2,1,apartment,-5.8627911,-35.1994162,,Score 5,Yes,SPORTS COURT,450000
4693,94,3,3,420,2,2,apartment,-5.8897065,-35.1728883,2000,Score 4,No,PLAYGROUND,165000
191,92,3,3,600,2,1,apartment,-5.8674286,-35.1966683,2005,Score 4,yes,"POOL,gym,playground,SPORTS COURT",450000
2337,103,5,3,560,2,3,apartment,-5.8347074,-35.2243579,,Score 5,No,"pool,gym",360000
3554,116,5,3,600,2,3,apartment,-5.8196922,-35.2169549,2001,Score 5,Yes,"barbecue space,playground,SPORTS COURT",600000
4501,43,1,1,340,1,0,apartment,-5.7856388,-35.20926,1997,Score 8,y,playground,100000
3552,96,1,3,0,2,1,apartment,-5.820507,-35.2164801,2002,Score 4,nop,BARBECUE SPACE,450000
4511,75,2,3,450,2,1,apartment,-5.8196922,-35.2169549,1988,Score 7,yes,PLAYGROUND,410000
4135,90,2,3,500,2,1,apartment,-5.8163039,-35.2204887,2005,Score 6,no,"BARBECUE SPACE,PLAYGROUND,SPORTS COURT",362000
3015,75,3,3,0,2,1,apartment,-5.7868405,-35.2063287,2003,Score 4,nop,,330000
4388,354,5,3,700,3,3,house,-5.8692054,-35.2117113,,Score 7,yes,BARBECUE SPACE,950000
2957,60,1,2,300,1,1,apartment,-5.8198444,-35.2109804,1973,Score 4,y,"barbecue space,PLAYGROUND",188900
2897,56,1,2,450,1,0,apartment,-5.8821365,-35.1722172,1962,Score 6,nop,BARBECUE SPACE,230000
3844,60,2,2,0,1,2,apartment,-5.8730875,-35.1800373,,Score 6,y,,295000
1705,98,3,3,0,2,1,apartment,-5.7871981,-35.2012834,1983,Score 5,no,,550000
1538,142,5,3,0,2,3,apartment,-5.8576398,-35.2014489,2006,Score 5,no,barbecue space,620000
1774,98,2,3,820,2,2,apartment,-5.8576398,-35.2014489,1999,Score 5,No,"barbecue space,PLAYGROUND,SPORTS COURT",399000
4089,114,1,3,650,2,1,apartment,-5.8821365,-35.1722172,2000,Score 4,yes,"barbecue space,GYM,playground,SPORTS COURT",550000
4047,114,3,3,440,3,1,other,-5.827721,-35.2164214,2006,Score 4,yes,"BARBECUE SPACE,playground",390000
1158,180,5,3,0,3,3,apartment,-5.7829457,-35.2004207,,Score 4,y,barbecue space,850000
2932,109,2,4,0,2,2,apartment,-5.8576398,-35.2014489,2002,Score 4,Yes,,559503
3759,143,3,3,900,2,1,apartment,-5.8188964,-35.2090624,1975,Score 7,yes,"BARBECUE SPACE,playground",395000
1027,79,1,3,175,1,0,apartment,-5.8576398,-35.2014489,,Score 8,yes,,140000
3665,60,1,2,0,1,1,apartment,-5.7767142,-35.2062156,,Score 5,yes,,240000
3469,96,1,3,0,2,1,apartment,-5.8576398,-35.2014489,1984,Score 6,Yes,,450000
1426,56,2,2,355,1,1,apartment,-5.8437235,-35.2214483,1994,Score 4,yes,"BARBECUE SPACE,playground",300000
166,190,4,3,1200,3,3,apartment,-5.7849334,-35.2001472,2003,Score 6,Yes,"POOL,playground,SPORTS COURT",700000
2333,299,4,3,0,3,3,house,-5.8633093,-35.2324324,1966,Score 4,yes,,395000
2787,82,1,3,0,1,1,apartment,-5.8383287,-35.2253736,1997,Score 5,y,barbecue space,205000
1338,120,2,2,0,3,1,house,-5.8553463,-35.2439272,1960,Score 4,y,,180000
4152,130,3,3,1500,2,1,apartment,-5.7952118,-35.1977486,,Score 6,no,"BARBECUE SPACE,sports court",400000
422,220,2,4,0,2,2,house,-5.8226937,-35.2126403,1983,Score 5,Yes,,430000
95,130,1,3,0,2,0,house,-5.7372347,-35.2360433,2006,Score 5,y,,220000
2316,75,2,3,420,2,1,apartment,-5.8502894,-35.2166072,2003,Score 7,Yes,"barbecue space,PLAYGROUND,sports court",370000
4685,45,1,2,150,1,0,apartment,-5.8856609,-35.2015891,,Score 4,y,barbecue space,210000
2640,59,1,1,363,1,1,other,-5.8999907,-35.1759866,,Score 5,yes,"barbecue space,PLAYGROUND,SPORTS COURT",280000
2879,46,1,0,0,,0,other,-5.8624754,-35.1935607,,Score 4,y,,110000
1116,97,3,3,800,2,1,apartment,-5.7982704,-35.2029366,2002,Score 5,Yes,"barbecue space,GYM",420000
80,120,4,3,700,3,1,apartment,-5.7845495,-35.1984438,1998,Score 4,Yes,"BARBECUE SPACE,gym,PLAYGROUND,SPORTS COURT",580000
4063,116,3,3,0,2,1,house,-5.8492702,-35.2033571,2001,Score 4,y,,300000
4361,136,3,3,700,2,1,apartment,-5.7990501,-35.1984015,2002,Score 4,nop,"pool,BARBECUE SPACE,GYM,PLAYGROUND,SPORTS COURT",400000
1864,106,3,3,451,2,1,apartment,-5.8165259,-35.2141266,1971,Score 5,Yes,playground,300000
2346,124,5,3,930,2,3,apartment,-5.8032096,-35.2002054,,Score 7,y,"POOL,BARBECUE SPACE,playground",580000
3032,123,5,3,0,2,3,apartment,-5.8347074,-35.2243579,1978,Score 7,yes,,450000
2990,66,2,2,300,1,1,apartment,-5.8674286,-35.1966683,,Score 5,y,"barbecue space,SPORTS COURT",182000
152,58,2,2,0,1,1,apartment,-5.8796695,-35.1973555,2001,Score 5,yes,,170000
4008,55,2,2,300,1,1,apartment,-5.8627911,-35.1994162,1999,Score 5,yes,"PLAYGROUND,sports court",289000
2354,136,2,4,0,3,1,house,-5.7499905,-35.2371222,2007,Score 5,yes,BARBECUE SPACE,240000
1258,70,2,2,430,2,1,apartment,-5.824868,-35.2058664,2002,Score 7,yes,POOL,180000
4478,42,1,1,650,1,1,other,-5.876891,-35.1778805,1972,Score 4,yes,"barbecue space,GYM,PLAYGROUND",220000
896,75,1,2,0,2,0,apartment,-5.8437235,-35.2214483,,Score 4,Yes,,160000
2460,93,1,3,610,2,1,apartment,-5.8010185,-35.2078485,1998,Score 6,nop,"pool,GYM,playground",330000
3483,113,4,3,800,2,3,apartment,-5.8269204,-35.1985475,1998,Score 5,Yes,"gym,PLAYGROUND",585000
2329,293,2,2,0,2,0,house,-5.8821365,-35.1722172,1993,Score 4,y,,400000
931,54,2,2,350,1,1,apartment,-5.8248843,-35.2127737,,Score 3,y,"BARBECUE SPACE,SPORTS COURT",240000
2819,136,3,3,0,3,1,apartment,-5.8183494,-35.2088601,,Score 4,Yes,,865000
1894,77,3,3,400,2,1,apartment,-5.8576398,-35.2014489,1962,Score 4,yes,"barbecue space,sports court",450000
4604,57,1,1,140,1,0,apartment,-5.8624754,-35.1935607,1994,Score 6,Yes,,115000
1181,60,1,2,350,2,0,apartment,-5.8161033,-35.2248519,,Score 4,y,"barbecue space,PLAYGROUND,SPORTS COURT",160000
2689,56,1,2,427,1,1,apartment,-5.8821365,-35.1722172,,Score 5,nop,"POOL,barbecue space,playground",350000
31,136,2,4,1000,2,2,apartment,-5.8005515,-35.1986193,1994,Score 7,y,"pool,BARBECUE SPACE,playground",679900
1586,57,2,2,400,1,1,apartment,-5.8088697,-35.199618,1996,Score 5,Yes,"POOL,playground",280000
798,56,2,2,450,1,1,apartment,-5.8730875,-35.1800373,1972,Score 4,No,"pool,barbecue space,sports court",360000
3699,104,2,3,580,2,1,apartment,-5.7845495,-35.1984438,2003,Score 4,yes,"POOL,BARBECUE SPACE,GYM,playground",449000
1055,57,2,2,320,1,1,apartment,-5.8053683,-35.2050354,2006,Score 7,No,"playground,sports court",280000
977,183,2,4,0,2,1,house,-5.8437235,-35.2214483,1977,Score 2,Yes,,350000
1034,74,2,2,220,1,1,apartment,-5.866287,-35.1917372,,Score 4,no,"BARBECUE SPACE,playground",185000
309,51,1,2,0,1,0,apartment,-5.8768735,-35.2236066,1965,Score 5,No,,140000
2292,55,2,2,0,2,1,apartment,-5.8627911,-35.1994162,1999,Score 5,yes,,249000
3918,53,2,2,0,2,1,apartment,-5.8821365,-35.1722172,2003,Score 8,y,,238000
4623,229,1,3,0,2,1,house,-5.8226937,-35.2126403,2000,Score 5,yes,,650000
527,57,1,2,0,1,1,apartment,-5.8088697,-35.199618,2007,Score 5,no,,280000
2841,54,2,2,0,1,1,apartment,-5.8186892,-35.2401631,,Score 5,nop,,208775
2254,55,2,2,0,1,1,apartment,-5.8730875,-35.1800373,1988,Score 5,Yes,,277000
3439,109,4,4,836,2,3,apartment,-5.8290987,-35.221223,,Score 5,yes,"barbecue space,PLAYGROUND",490000
2347,242,4,3,1200,2,3,apartment,-5.7893158,-35.1992309,1966,Score 4,nop,"pool,BARBECUE SPACE,PLAYGROUND,sports court",700000
495,79,2,3,0,2,1,house,-5.8391825,-35.2240603,2007,Score 5,Yes,,280000
3340,88,1,3,470,2,1,apartment,-5.8123948,-35.2227695,2001,Score 1,yes,"barbecue space,playground,SPORTS COURT",390000
184,113,4,3,0,2,3,apartment,-5.8208253,-35.2081237,,Score 4,Yes,,500000
205,240,5,4,0,3,3,house,-5.8535234,-35.2048314,,Score 4,y,,600000
410,45,1,1,350,1,0,apartment,-5.870161,-35.1824612,1963,Score 8,No,barbecue space,140000
3738,130,4,3,0,3,3,apartment,-5.8293994,-35.220392,2006,Score 5,Yes,,598491
2481,93,3,3,1100,2,1,apartment,-5.8209841,-35.2211601,2002,Score 6,Yes,"steam room,PLAYGROUND",280000
4673,92,3,3,460,2,1,apartment,-5.8576398,-35.2014489,,Score 5,yes,"BARBECUE SPACE,PLAYGROUND,sports court",490000
4231,128,3,3,0,2,1,house,-5.8669449,-35.2016666,2005,Score 4,no,barbecue space,320000
305,89,1,2,820,1,1,apartment,-5.783788,-35.1913745,,Score 5,Yes,"BARBECUE SPACE,PLAYGROUND,SPORTS COURT",305000
3836,51,1,2,0,1,0,apartment,-5.8633093,-35.2324324,1976,Score 5,yes,,150000
2417,117,4,4,900,2,2,apartment,-5.8730875,-35.1800373,1969,Score 5,Yes,"BARBECUE SPACE,playground",550000
168,87,1,3,0,2,1,apartment,-5.8286255,-35.2226081,1989,Score 5,Yes,sports court,400000
3496,137,3,3,1,2,1,house,-5.8705936,-35.1817559,,Score 4,yes,,380000
1545,104,1,3,0,1,0,house,-5.8226937,-35.2126403,2005,Score 5,Yes,barbecue space,280000
1487,60,2,2,0,1,1,apartment,-5.8821365,-35.1722172,,Score 5,no,,320000
4607,142,3,3,0,2,3,apartment,-5.866287,-35.1917372,1974,Score 4,No,,840000
843,81,1,3,150,1,1,apartment,-5.8576398,-35.2014489,1991,Score 6,Yes,,260000
3833,90,1,3,480,2,1,apartment,-5.8226937,-35.2126403,2002,Score 6,nop,"POOL,BARBECUE SPACE,SPORTS COURT",370000
2518,105,3,3,0,2,1,apartment,-5.8032096,-35.2002054,1997,Score 5,y,,721779
1221,103,4,3,730,2,3,apartment,-5.8032096,-35.2002054,2003,Score 4,nop,playground,450000
3857,217,5,4,1100,2,3,apartment,-5.8650038,-35.1933903,1980,Score 6,y,"BARBECUE SPACE,gym,PLAYGROUND",700000
2258,80,2,3,600,1,2,apartment,-5.7978488,-35.2092207,,Score 4,no,"GYM,PLAYGROUND",220000
211,130,2,3,0,3,1,house,-5.8553113,-35.2420898,,Score 5,Yes,,270000
2992,75,3,3,0,2,1,apartment,-5.8226937,-35.2126403,,Score 4,y,,400000
84,55,2,2,285,1,1,apartment,-5.8633093,-35.2324324,1997,Score 4,nop,"PLAYGROUND,sports court",200000
2970,119,3,3,550,2,2,apartment,-5.8196922,-35.2169549,2005,Score 4,No,"barbecue space,gym,playground",650000
3429,118,4,3,550,2,3,apartment,-5.822714,-35.203543,,Score 8,No,"POOL,BARBECUE SPACE,playground,sports court",520000
679,200,1,3,0,3,1,house,-5.8226937,-35.2126403,,Score 4,Yes,,315000
2622,49,1,2,200,1,0,other,-5.8768735,-35.2236066,,Score 2,yes,BARBECUE SPACE,190000
3994,55,2,2,280,1,1,apartment,-5.8768735,-35.2236066,2004,Score 4,yes,SPORTS COURT,199900
1049,77,3,3,450,1,3,apartment,-5.8576398,-35.2014489,2002,Score 5,nop,"BARBECUE SPACE,playground,sports court",290000
1610,218,4,4,1400,2,2,apartment,-5.7832323,-35.1961748,1992,Score 4,yes,"pool,BARBECUE SPACE,playground",680000
565,200,3,3,0,1,1,house,-5.8209603,-35.2182387,,Score 7,y,,600000
2249,98,3,3,680,3,1,apartment,-5.7978488,-35.2092207,2008,Score 6,yes,"BARBECUE SPACE,gym,playground,SPORTS COURT",395000
3587,78,3,3,0,2,1,apartment,-5.8999907,-35.1759866,1975,Score 4,yes,,380000
2111,57,2,2,360,1,1,apartment,-5.8191711,-35.2126895,,Score 5,nop,"BARBECUE SPACE,playground",240000
3655,58,2,2,500,1,1,apartment,-5.8196922,-35.2169549,1996,Score 4,y,"BARBECUE SPACE,playground,sports court",290000
680,90,1,2,0,2,0,apartment,-5.7943317,-35.20230309,1999,Score 7,Yes,barbecue space,139000
829,75,2,3,601,2,1,apartment,-5.8661059,-35.2056886,2001,Score 4,yes,"pool,playground,SPORTS COURT",300000
1896,56,1,2,250,1,1,apartment,-5.7902697,-35.1994187,2001,Score 6,y,"barbecue space,playground",260000
3210,52,1,2,0,2,1,apartment,-5.8816164,-35.1782022,1992,Score 4,y,,264000
1056,56,2,2,2,1,2,other,-5.8816164,-35.1782022,1995,Score 5,Yes,,280000
2266,80,2,3,490,2,1,apartment,-5.8226937,-35.2126403,2000,Score 5,y,,230000
3129,53,2,2,350,1,1,apartment,-5.8248843,-35.2127737,2002,Score 4,y,"BARBECUE SPACE,SPORTS COURT",230000
907,200,2,3,0,2,0,house,-5.8423717,-35.2170631,,Score 4,y,,280000
4569,75,2,2,450,0,1,apartment,-5.822744,-35.2009293,,Score 5,no,"BARBECUE SPACE,playground,sports court",270000
180,109,3,3,745,2,1,apartment,-5.8821365,-35.1722172,1987,Score 4,Yes,"POOL,barbecue space",480000
2045,176,3,3,1350,3,3,apartment,-5.8032096,-35.2002054,,Score 4,Yes,playground,499990
432,58,2,2,510,2,1,apartment,-5.8652613,-35.1962325,,Score 4,yes,"barbecue space,playground,sports court",260000
289,179,3,3,0,0,3,house,-5.8627911,-35.1994162,,Score 4,Yes,,400000
1488,89,2,2,860,1,1,apartment,-5.783788,-35.1913745,1997,Score 6,yes,"BARBECUE SPACE,PLAYGROUND",305000
4412,112,4,3,550,2,2,apartment,-5.8032096,-35.2002054,1996,Score 6,nop,sports court,560000
1321,109,2,3,549,2,1,apartment,-5.8576398,-35.2014489,1976,Score 4,y,"POOL,PLAYGROUND,sports court",550000
535,108,3,3,836,2,3,apartment,-5.8437235,-35.2214483,2000,Score 4,yes,"playground,SPORTS COURT",490000
1551,143,3,4,0,2,2,house,-5.8633093,-35.2324324,,Score 2,Yes,,290000
188,55,1,2,380,2,1,apartment,-5.8163039,-35.2204887,1974,Score 7,Yes,"barbecue space,PLAYGROUND",230000
3588,56,2,2,270,1,1,apartment,-5.8032096,-35.2002054,2003,Score 7,Yes,PLAYGROUND,320000
1871,128,4,3,750,2,3,apartment,-5.8347074,-35.2243579,,Score 8,Yes,PLAYGROUND,480000
279,92,1,3,532,2,1,apartment,-5.8636826,-35.2153349,2002,Score 8,Yes,PLAYGROUND,560000
366,115,2,4,0,2,2,apartment,-5.8821365,-35.1722172,2002,Score 7,nop,,590000
3610,56,2,2,0,1,1,apartment,-5.8821365,-35.1722172,,Score 7,y,barbecue space,270000
1020,89,3,2,0,2,2,apartment,-5.8214697,-35.2168115,,Score 7,yes,,470000
270,360,2,3,0,0,0,house,-5.8226937,-35.2126403,,Score 4,y,barbecue space,480000
2746,56,2,2,390,1,1,apartment,-5.8248843,-35.2127737,2003,Score 4,yes,"POOL,playground,sports court",240000
1432,104,2,2,0,2,2,apartment,-5.8437235,-35.2214483,,Score 5,no,barbecue space,375000
3760,60,1,2,0,1,1,apartment,-5.8821365,-35.1722172,1975,Score 5,Yes,barbecue space,215000
3001,300,3,4,0,2,0,other,-5.8263268,-35.2100174,,Score 4,Yes,,850000
1746,56,1,2,0,1,1,apartment,-5.8833757,-35.1810368,1988,Score 6,y,,250000
3964,67,3,3,419,2,1,apartment,-5.8821365,-35.1722172,1999,Score 5,nop,"barbecue space,playground",316625
3411,142,2,3,0,3,2,apartment,-5.8226937,-35.2126403,2000,Score 6,Yes,,950000
111,109,3,3,0,2,1,apartment,-5.8158121,-35.2078969,1991,Score 4,No,,505000
2798,55,2,2,350,1,1,apartment,-5.8821365,-35.1722172,1996,Score 5,yes,"BARBECUE SPACE,PLAYGROUND",200000
367,110,4,4,900,2,3,apartment,-5.8214697,-35.2168115,2000,Score 8,yes,"GYM,PLAYGROUND",430000
1675,74,2,2,350,1,2,apartment,-5.8738039,-35.1815727,2001,Score 4,Yes,"playground,SPORTS COURT",420000
3879,57,2,2,450,1,1,apartment,-5.8650038,-35.1933903,1963,Score 5,nop,"barbecue space,playground",240000
220,111,3,3,610,2,1,apartment,-5.8214697,-35.2168115,,Score 6,y,"barbecue space,gym,PLAYGROUND,sports court",270000
4579,110,2,3,235,2,1,apartment,-5.8163039,-35.2204887,1999,Score 4,yes,"BARBECUE SPACE,playground",160000
1215,113,4,3,750,2,3,apartment,-5.8198444,-35.2109804,1960,Score 4,y,"pool,barbecue space,gym,playground,SPORTS COURT",520000
1025,67,0,2,0,0,0,house,-5.8226937,-35.2126403,,Score 6,Yes,,150000
3071,136,3,3,780,3,3,apartment,-5.8226937,-35.2126403,,Score 2,No,"BARBECUE SPACE,SPORTS COURT",745900
3103,219,4,3,800,2,3,apartment,-5.8382358,-35.2153881,2000,Score 4,no,"GYM,playground,SPORTS COURT",630000
2252,55,2,2,450,1,1,apartment,-5.8080765,-35.2057924,,Score 4,y,"BARBECUE SPACE,PLAYGROUND,SPORTS COURT",250000
790,56,1,2,350,1,1,apartment,-5.8226937,-35.2126403,2005,Score 5,yes,,255000
4609,102,3,3,373,3,2,apartment,-5.8004904,-35.2077308,2001,Score 4,no,"BARBECUE SPACE,SPORTS COURT",595500
461,54,2,2,230,1,1,apartment,-5.8821365,-35.1722172,,Score 2,yes,playground,215000
4206,94,3,3,600,2,1,apartment,-5.8855448,-35.1775819,,Score 5,y,"pool,GYM,playground",315000
2402,85,2,3,290,1,1,apartment,-5.8144573,-35.2025444,1999,Score 7,y,"barbecue space,playground",330000
551,54,2,2,270,1,1,apartment,-5.8250648,-35.235023,2004,Score 5,Yes,"barbecue space,SPORTS COURT",200000
4311,154,3,3,390,1,1,apartment,-5.8032096,-35.2002054,2000,Score 5,nop,"PLAYGROUND,sports court",220000
2526,50,1,2,230,1,0,apartment,-5.8633093,-35.2324324,2001,Score 4,Yes,"BARBECUE SPACE,PLAYGROUND",119000
4611,56,1,2,250,1,1,apartment,-5.8821365,-35.1722172,1991,Score 9,y,"playground,sports court",160000
198,80,2,2,0,1,2,apartment,-5.7978488,-35.2092207,,Score 4,Yes,,220000
2404,75,1,3,0,2,1,apartment,-5.7775126,-35.2013557,,Score 7,no,,270000
1491,73,1,3,0,1,1,apartment,-5.8032096,-35.2002054,1988,Score 5,nop,BARBECUE SPACE,255000
402,21,1,1,700,1,1,other,-5.8730875,-35.1800373,2001,Score 5,Yes,"barbecue space,playground,sports court",170000
1041,160,4,4,0,3,3,apartment,-5.8164277,-35.2116397,,Score 5,yes,,800000
2827,127,3,3,400,2,1,apartment,-5.8624754,-35.1935607,1975,Score 4,Yes,"playground,SPORTS COURT",300000
2688,56,1,2,0,0,1,apartment,-5.8821365,-35.1722172,,Score 5,no,,255000
4567,132,2,3,830,2,1,apartment,-5.8165259,-35.2141266,,Score 4,yes,GYM,350000
1743,54,2,2,0,1,1,apartment,-5.8730875,-35.1800373,2000,Score 6,y,,420000
4265,56,2,2,250,1,1,apartment,-5.8821365,-35.1722172,1992,Score 5,Yes,"playground,SPORTS COURT",160000
650,57,1,2,0,2,0,apartment,-5.8666079,-35.2088062,1999,Score 4,yes,,110000
2633,76,2,3,0,2,1,apartment,-5.8502894,-35.2166072,1995,Score 6,yes,,300000
2796,46,1,2,0,1,0,apartment,-5.8821365,-35.1722172,,Score 8,yes,,169900
4615,480,,,0,5,5,,-5.7823372,,2001,Score 7,Yes,,5121000
2259,97,3,3,0,2,1,apartment,-5.7874906,-35.1940515,,Score 4,no,,420000
3308,243,3,3,1100,2,3,apartment,-5.7845495,-35.1984438,,Score 5,Yes,"barbecue space,PLAYGROUND",750000
2361,40,1,1,0,1,1,apartment,-5.8821365,-35.1722172,,Score 5,Yes,,200000
3139,101,1,3,0,1,1,apartment,-5.8821365,-35.1722172,,Score 6,y,,560000
2321,124,3,3,1000,3,3,apartment,-5.8032096,-35.2002054,1976,Score 5,Yes,"POOL,BARBECUE SPACE,GYM,playground",597763
1220,125,3,3,1000,2,1,apartment,-5.8116287,-35.2079666,1984,Score 5,Yes,"BARBECUE SPACE,PLAYGROUND",290000
192,55,2,2,260,1,1,apartment,-5.8753421,-35.2254937,,Score 5,yes,"POOL,BARBECUE SPACE,PLAYGROUND",200000
889,83,3,3,500,1,1,apartment,-5.8640599,-35.196594,1993,Score 5,Yes,"barbecue space,playground,sports court",290000
2416,200,2,4,0,2,2,apartment,-5.7845495,-35.1984438,1975,Score 4,nop,,539000
2395,114,2,3,0,3,1,apartment,-5.866905,-35.2162536,1964,Score 5,y,barbecue space,530000
1589,46,1,1,0,1,0,other,-5.7823372,-35.1946781,1993,Score 7,y,BARBECUE SPACE,290000
3557,471,7,,,4,5,other,-5.8053683,-35.2050354,2000,Score 6,yes,,1280000
314,60,2,2,0,2,1,apartment,-5.8730875,-35.1800373,1964,Score 5,nop,BARBECUE SPACE,240000
2499,100,2,2,400,1,1,apartment,-5.7868405,-35.2063287,1965,Score 4,nop,"barbecue space,sports court",170000
2528,82,0,2,0,0,0,apartment,-5.782774,-35.19592174,2002,Score 8,no,,250000
627,160,2,3,0,1,1,apartment,-5.7816923,-35.1973759,1973,Score 6,Yes,,360000
4748,120,3,3,710,2,2,apartment,-5.7829457,-35.2004207,1976,Score 5,y,,650000
2110,44,1,1,1150,1,1,other,-5.7823372,-35.1946781,1978,Score 8,Yes,"BARBECUE SPACE,STEAM ROOM,gym,playground,SPORTS COURT",190000
1397,38,1,1,700,1,1,other,-5.783788,-35.1913745,2004,Score 4,yes,"barbecue space,GYM,PLAYGROUND",180000
2921,77,2,3,480,1,1,apartment,-5.8600136,-35.1998189,,Score 5,Yes,"PLAYGROUND,sports court",320000
3698,136,4,3,0,3,3,apartment,-5.8163039,-35.2204887,,Score 8,yes,,800000
113,64,1,2,315,1,1,apartment,-5.8666079,-35.2088062,,Score 5,Yes,,265000
4690,140,4,3,700,2,3,apartment,-5.8032096,-35.2002054,,Score 4,y,"POOL,GYM,playground,SPORTS COURT",790000
1374,55,2,2,234,1,1,apartment,-5.8821365,-35.1722172,,Score 5,yes,SPORTS COURT,215000
90,76,3,3,0,1,2,apartment,-5.8738039,-35.1815727,1960,Score 3,yes,,355000
3784,200,2,3,0,3,2,house,-5.8627911,-35.1994162,,Score 4,Yes,,399000
4771,57,2,2,400,1,1,apartment,-5.8650038,-35.1933903,2000,Score 3,yes,"pool,PLAYGROUND,SPORTS COURT",250000
2133,70,1,3,0,0,0,house,-5.8821365,-35.1722172,,Score 5,yes,,289000
2954,114,4,3,0,3,1,apartment,-5.8240873,-35.2108871,1993,Score 4,no,POOL,760000
2019,108,2,3,530,2,2,apartment,-5.8152068,-35.2147971,,Score 4,y,"pool,gym,playground",485000
4116,56,2,2,325,1,1,apartment,-5.8502894,-35.2166072,,Score 6,Yes,"playground,SPORTS COURT",245000
4327,53,2,2,472,1,1,apartment,-5.8669345,-35.191136,2003,Score 5,Yes,sports court,270000
2377,70,2,3,300,1,1,apartment,-5.8269204,-35.1985475,2000,Score 4,Yes,"PLAYGROUND,SPORTS COURT",130000
1001,58,1,2,450,1,1,apartment,-5.8730875,-35.1800373,2002,Score 4,Yes,"POOL,playground,sports court",395000
4024,83,2,3,682,1,1,apartment,-5.8624754,-35.1935607,1970,Score 5,No,"BARBECUE SPACE,gym,PLAYGROUND",230000
624,60,1,2,0,1,1,other,-5.8821365,-35.1722172,,Score 4,y,,250000
3298,54,1,2,350,1,1,apartment,-5.8799135,-35.1998728,1983,Score 6,yes,"barbecue space,SPORTS COURT",195000
2718,57,3,2,300,1,2,apartment,-5.7849334,-35.2001472,1983,Score 4,nop,"POOL,barbecue space,playground",300000
605,51,1,2,230,1,0,apartment,-5.8768735,-35.2236066,,Score 4,y,"playground,sports court",145000
3623,56,2,2,440,1,1,apartment,-5.8191711,-35.2126895,1979,Score 5,yes,SPORTS COURT,240000
3875,109,4,3,750,3,2,apartment,-5.8290987,-35.221223,,Score 4,yes,"pool,playground",530000
2527,110,4,3,627,2,2,apartment,-5.8576398,-35.2014489,,Score 4,y,"POOL,BARBECUE SPACE,PLAYGROUND,SPORTS COURT",595000
4552,64,2,2,270,1,1,apartment,-5.8636826,-35.2153349,,Score 4,yes,,274000
3860,110,2,3,0,2,1,apartment,-5.8075918,-35.2096738,1995,Score 4,nop,,550000
1714,240,3,4,0,2,2,house,-5.8135438,-35.2107815,,Score 5,y,,330000
3977,35,1,1,0,1,0,apartment,-5.8768735,-35.2236066,,Score 6,y,,130000
4071,110,3,3,743,2,1,apartment,-5.8821365,-35.1722172,,Score 5,No,"GYM,playground,sports court",520000
3509,202,2,3,793,2,1,apartment,-5.866905,-35.2162536,1970,Score 5,yes,"POOL,playground",740000
2274,161,4,3,566,3,1,apartment,-5.8274696,-35.2168565,1965,Score 4,y,"POOL,BARBECUE SPACE,PLAYGROUND,SPORTS COURT",399000
2072,74,1,2,258,0,0,apartment,-5.8667495,-35.2043074,2007,Score 7,Yes,"playground,sports court",130000
2882,129,1,3,800,1,0,apartment,-5.8032096,-35.2002054,,Score 5,No,"BARBECUE SPACE,PLAYGROUND",320000
1954,128,5,3,930,2,3,apartment,-5.8248843,-35.2127737,,Score 4,y,"pool,BARBECUE SPACE,playground",700000
759,37,1,1,380,1,0,other,-5.8768491,-35.1793486,2000,Score 4,y,"PLAYGROUND,SPORTS COURT",150000
